Hospital_Name,Provider ID,State,FISCAL_YEAR,DOMAIN_1_SCORE,DOMAIN_1_FOOTNOTE,DOMAIN_1_START_DATE,DOMAIN_1_END_DATE,PSI_90_W_Z_Score,PSI_90_FOOTNOTE,DOMAIN_2_SCORE,DOMAIN_2_FOOTNOTE,CLABSI_W_Z_SCORE,CLABSI_FOOTNOTE,CAUTI_W_Z_SCORE,CAUTI_FOOTNOTE,SSI_W_Z_SCORE,SSI_FOOTNOTE,MRSA_W_Z_SCORE,MRSA_FOOTNOTE,CDI_W_Z_SCORE,CDI_FOOTNOTE,DOMAIN_2_START_DATE,DOMAIN_2_END_DATE,TOTAL_HAC_SCORE,TOTAL_HAC_FOOTNOTE,PAYMENT_REDUCTION,PAYMENT_REDUCTION_FOOTNOTE
BARNES-JEWISH WEST COUNTY HOSPITAL,260162,MO,2019,-1.4679,,10/01/2015,06/30/2017,-1.4679,,-0.9898,,-0.4371,,-1.5202,,-0.403,,Not Available,5 - Results are not available for this reporting period.,-1.5987,,01/01/2016,12/31/2017,-1.0615,,No,
PARKLAND HEALTH CENTER,260163,MO,2019,-1.1993,,10/01/2015,06/30/2017,-1.1993,,-0.0265,,Not Available,5 - Results are not available for this reporting period.,-0.6829,,2.1365,,-0.215,,-1.3445,,01/01/2016,12/31/2017,-0.2024,,No,
GOLDEN VALLEY MEMORIAL HOSPITAL,260175,MO,2019,-0.2067,,10/01/2015,06/30/2017,-0.2067,,0.2746,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,0.2746,,01/01/2016,12/31/2017,0.2024,,No,
ST LUKE'S DES PERES HOSPITAL,260176,MO,2019,-0.6846,,10/01/2015,06/30/2017,-0.6846,,-0.4948,,1.7106,,-1.5202,,-1.4966,,Not Available,5 - Results are not available for this reporting period.,-0.6731,,01/01/2016,12/31/2017,-0.5233,,No,
LIBERTY HOSPITAL,260177,MO,2019,-1.4104,,10/01/2015,06/30/2017,-1.4104,,0.0118,,-0.0234,,0.1946,,1.2484,,-0.9775,,-0.383,,01/01/2016,12/31/2017,-0.2015,,No,
ST LUKES HOSPITAL,260179,MO,2019,-0.5327,,10/01/2015,06/30/2017,-0.5327,,-0.6279,,-0.8895,,-0.6811,,-0.0966,,-1.056,,-0.4161,,01/01/2016,12/31/2017,-0.6136,,No,
CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,260180,MO,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.2455,,0.2296,,-0.0915,,0.6025,,0.2816,,0.2055,,01/01/2016,12/31/2017,0.5607,,Yes,
SAINT FRANCIS MEDICAL CENTER,260183,MO,2019,-0.865,,10/01/2015,06/30/2017,-0.865,,-0.1379,,1.1529,,0.1318,,-0.759,,-0.2936,,-0.9218,,01/01/2016,12/31/2017,-0.247,,No,
LAKE REGIONAL HEALTH SYSTEM,260186,MO,2019,-0.7067,,10/01/2015,06/30/2017,-0.7067,,0.3292,,-0.1361,,1.0441,,0.564,,0.0291,,0.1448,,01/01/2016,12/31/2017,0.1738,,No,
LEE'S SUMMIT MEDICAL CENTER,260190,MO,2019,-0.2265,,10/01/2015,06/30/2017,-0.2265,,-0.339,,-1.4878,,0.0445,,-0.2434,,-1.4406,,1.4323,,01/01/2016,12/31/2017,-0.3221,,No,
BARNES-JEWISH ST PETERS HOSPITAL,260191,MO,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.4112,,1.7974,,0.6272,,-0.2782,,0.5691,,-0.6593,,01/01/2016,12/31/2017,0.7016,,Yes,
ST MARY'S MEDICAL CENTER,260193,MO,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,0.1713,,-1.4878,,0.9185,,0.0319,,1.0256,,0.3686,,01/01/2016,12/31/2017,-0.088,,No,
CITIZENS MEMORIAL HOSPITAL,260195,MO,2019,-0.42,,10/01/2015,06/30/2017,-0.42,,0.9167,,Not Available,5 - Results are not available for this reporting period.,1.4261,,-0.6471,,Not Available,5 - Results are not available for this reporting period.,1.9711,,01/01/2016,12/31/2017,0.7162,,Yes,
SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,260200,MO,2019,-0.3641,,10/01/2015,06/30/2017,-0.3641,,0.5348,,1.7993,,0.5417,,-0.803,,2.196,,-1.0599,,01/01/2016,12/31/2017,0.4,,Yes,
FULTON MEDICAL CENTER LLC,260209,MO,2019,0.062,,10/01/2015,06/30/2017,0.062,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,0.062,,No,
ST ALEXIUS HOSPITAL,260210,MO,2019,2.2475,,10/01/2015,06/30/2017,2.2475,,0.3383,,2.2018,,1.3267,,Not Available,5 - Results are not available for this reporting period.,-0.7066,,-1.4688,,01/01/2016,12/31/2017,0.6247,,Yes,
BELTON REGIONAL MEDICAL CENTER,260214,MO,2019,-0.7192,,10/01/2015,06/30/2017,-0.7192,,0.6655,,-1.4878,,2.1658,,2.0246,,Not Available,5 - Results are not available for this reporting period.,-0.0404,,01/01/2016,12/31/2017,0.4578,,Yes,
SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,260216,MO,2019,-0.6279,,10/01/2015,06/30/2017,-0.6279,,-0.7854,,-1.4878,,-0.6323,,-1.2911,,-1.0443,,0.5288,,01/01/2016,12/31/2017,-0.7617,,No,
PROGRESS WEST HOSPITAL,260219,MO,2019,-0.3932,,10/01/2015,06/30/2017,-0.3932,,0.7444,,1.4151,,-0.6026,,2.1365,,Not Available,5 - Results are not available for this reporting period.,0.0287,,01/01/2016,12/31/2017,0.5738,,Yes,
BLACK RIVER COMMUNITY MEDICAL CENTER,260227,MO,2019,-0.0045,,10/01/2015,06/30/2017,-0.0045,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-0.0045,,No,
ST PETERS HOSPITAL,270003,MT,2019,2.347,,10/01/2015,06/30/2017,2.347,,-1.2027,,-1.4878,,-1.283,,-1.4966,,-1.4406,,-0.3056,,01/01/2016,12/31/2017,-0.6703,,No,
BILLINGS CLINIC HOSPITAL,270004,MT,2019,0.0702,,10/01/2015,06/30/2017,0.0702,,0.2821,,-0.919,,1.6459,,0.8227,,-0.2368,,0.0978,,01/01/2016,12/31/2017,0.2503,,No,
BENEFIS HOSPITALS INC,270012,MT,2019,0.3566,,10/01/2015,06/30/2017,0.3566,,-0.2627,,-0.6845,,-0.9568,,1.8337,,-1.4406,,-0.0652,,01/01/2016,12/31/2017,-0.1698,,No,
ST PATRICK HOSPITAL,270014,MT,2019,-1.5503,,10/01/2015,06/30/2017,-1.5503,,-0.5794,,-0.8156,,0.1736,,-1.1663,,-1.4406,,0.352,,01/01/2016,12/31/2017,-0.725,,No,
ST JAMES HEALTHCARE,270017,MT,2019,0.0343,,10/01/2015,06/30/2017,0.0343,,-0.688,,-0.1342,,-1.5202,,-1.4966,,Not Available,5 - Results are not available for this reporting period.,0.399,,01/01/2016,12/31/2017,-0.5797,,No,
COMMUNITY MEDICAL CENTER,270023,MT,2019,-0.8637,,10/01/2015,06/30/2017,-0.8637,,0.042,,0.8741,,-1.5202,,0.3254,,-1.4406,,1.9711,,01/01/2016,12/31/2017,-0.0939,,No,
NORTHERN MONTANA HOSPITAL,270032,MT,2019,-0.4553,,10/01/2015,06/30/2017,-0.4553,,-0.6427,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.6427,,01/01/2016,12/31/2017,-0.6146,,No,
ST VINCENT HEALTHCARE,270049,MT,2019,-1.4822,,10/01/2015,06/30/2017,-1.4822,,-0.5275,,-0.679,,-1.3615,,-0.3535,,0.0425,,-0.2863,,01/01/2016,12/31/2017,-0.6708,,No,
KALISPELL REGIONAL MEDICAL CENTER,270051,MT,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,0.2276,,-0.9375,,0.308,,2.0191,,-0.2719,,0.0204,,01/01/2016,12/31/2017,-0.0402,,No,
BOZEMAN HEALTH DEACONESS HOSPITAL,270057,MT,2019,0.9587,,10/01/2015,06/30/2017,0.9587,,0.3802,,0.3976,,2.1658,,-0.9388,,-1.4406,,1.7169,,01/01/2016,12/31/2017,0.467,,Yes,
P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,270074,MT,2019,0.0358,,10/01/2015,06/30/2017,0.0358,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,0.0358,,No,
CHI HEALTH LAKESIDE,280130,NE,2019,2.347,,10/01/2015,06/30/2017,2.347,,-0.0133,,2.2018,,0.3254,,0.0392,,-1.4406,,-1.1925,,01/01/2016,12/31/2017,0.3407,,No,
GREAT FALLS CLINIC HOSPITAL,270086,MT,2019,-0.9004,,10/01/2015,06/30/2017,-0.9004,,0.2603,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.5498,,Not Available,5 - Results are not available for this reporting period.,1.0704,,01/01/2016,12/31/2017,0.0862,,No,
THE HEALTHCENTER,270087,MT,2019,-0.4638,,10/01/2015,06/30/2017,-0.4638,,1.0025,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,1.0025,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,0.7826,,Yes,
BIG SKY MEDICAL CENTER,270089,MT,2019,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,Not Available,5 - Results are not available for this reporting period.,No,
BRYAN MEDICAL CENTER,280003,NE,2019,1.0223,,10/01/2015,06/30/2017,1.0223,,-0.2854,,-0.4758,,-0.1055,,-0.137,,-0.4056,,-0.3029,,01/01/2016,12/31/2017,-0.0892,,No,
CHI HEALTH GOOD SAMARITAN,280009,NE,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.4208,,-0.4149,,2.1658,,-0.1773,,-1.4406,,1.9711,,01/01/2016,12/31/2017,0.7097,,Yes,
THE NEBRASKA MEDICAL CENTER,280013,NE,2019,-0.48,,10/01/2015,06/30/2017,-0.48,,0.6822,,0.3718,,0.3149,,2.1365,,0.0341,,0.5537,,01/01/2016,12/31/2017,0.5079,,Yes,
CHI HEALTH ST ELIZABETH,280020,NE,2019,-0.4734,,10/01/2015,06/30/2017,-0.4734,,-0.0058,,-0.3226,,0.1684,,0.3053,,-0.7367,,0.5564,,01/01/2016,12/31/2017,-0.076,,No,
CHI HEALTH ST FRANCIS,280023,NE,2019,1.4899,,10/01/2015,06/30/2017,1.4899,,-0.3325,,-1.1923,,-0.2468,,0.2906,,-0.7718,,0.258,,01/01/2016,12/31/2017,-0.0591,,No,
MARY LANNING HEALTHCARE,280032,NE,2019,0.7019,,10/01/2015,06/30/2017,0.7019,,-0.6345,,-1.4878,,2.1658,,-1.4966,,-1.4406,,-0.9135,,01/01/2016,12/31/2017,-0.4341,,No,
METHODIST HOSPITAL,280040,NE,2019,1.9995,,10/01/2015,06/30/2017,1.9995,,-0.1414,,-0.5091,,-0.3794,,0.7199,,-0.3404,,-0.1979,,01/01/2016,12/31/2017,0.1798,,No,
CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B,280060,NE,2019,1.0996,,10/01/2015,06/30/2017,1.0996,,0.0364,,-0.0511,,0.2347,,0.0484,,-0.0177,,-0.0321,,01/01/2016,12/31/2017,0.1959,,No,
REGIONAL WEST MEDICAL CENTER,280061,NE,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.2609,,1.6404,,-1.5202,,1.5989,,-1.4406,,1.0262,,01/01/2016,12/31/2017,0.5738,,Yes,
GREAT PLAINS HEALTH,280065,NE,2019,-0.4407,,10/01/2015,06/30/2017,-0.4407,,0.1099,,-1.4878,,-0.0444,,1.0851,,-0.317,,1.3135,,01/01/2016,12/31/2017,0.0273,,No,
METHODIST FREMONT HEALTH,280077,NE,2019,-0.1922,,10/01/2015,06/30/2017,-0.1922,,0.4036,,-1.4878,,-0.6463,,2.1365,,Not Available,5 - Results are not available for this reporting period.,1.6119,,01/01/2016,12/31/2017,0.3142,,No,
CHI HEALTH IMMANUEL,280081,NE,2019,-0.0906,,10/01/2015,06/30/2017,-0.0906,,0.0734,,0.3219,,-0.5747,,0.43,,0.9571,,-0.767,,01/01/2016,12/31/2017,0.0488,,No,
CHI HEALTH MIDLANDS,280105,NE,2019,-0.2663,,10/01/2015,06/30/2017,-0.2663,,-1.5311,,Not Available,5 - Results are not available for this reporting period.,-1.5202,,-1.4966,,Not Available,5 - Results are not available for this reporting period.,-1.5766,,01/01/2016,12/31/2017,-1.3414,,No,
COLUMBUS COMMUNITY HOSPITAL,280111,NE,2019,-0.504,,10/01/2015,06/30/2017,-0.504,,0.7759,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,2.1365,,Not Available,5 - Results are not available for this reporting period.,-0.5847,,01/01/2016,12/31/2017,0.5839,,Yes,
FAITH REGIONAL HEALTH SERVICES,280125,NE,2019,-1.3715,,10/01/2015,06/30/2017,-1.3715,,-0.537,,-1.4878,,-0.1857,,0.019,,-0.5177,,-0.5128,,01/01/2016,12/31/2017,-0.6622,,No,
LINCOLN SURGICAL HOSPITAL,280127,NE,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,0.3354,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,0.3354,,01/01/2016,12/31/2017,0.0514,,No,
CHI HEALTH NEBRASKA HEART,280128,NE,2019,-1.4943,,10/01/2015,06/30/2017,-1.4943,,-0.6427,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.6427,,01/01/2016,12/31/2017,-0.7704,,No,
NEBRASKA ORTHOPAEDIC HOSPITAL,280129,NE,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-1.9247,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.9247,,01/01/2016,12/31/2017,-1.8697,,No,
VALLEY HOSPITAL,310012,NJ,2019,-0.5099,,10/01/2015,06/30/2017,-0.5099,,0.1457,,1.273,,0.287,,-0.2415,,0.1662,,-0.756,,01/01/2016,12/31/2017,0.0474,,No,
MIDWEST SURGICAL HOSPITAL LLC,280131,NE,2019,-1.2356,,10/01/2015,06/30/2017,-1.2356,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-1.2356,,No,
BELLEVUE MEDICAL CENTER,280132,NE,2019,0.5932,,10/01/2015,06/30/2017,0.5932,,-0.4905,,-1.4878,,0.5871,,-0.6599,,-0.1966,,-0.6952,,01/01/2016,12/31/2017,-0.3279,,No,
"NEBRASKA SPINE HOSPITAL, LLC",280133,NE,2019,-1.3414,,10/01/2015,06/30/2017,-1.3414,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-1.3414,,No,
KEARNEY REGIONAL MEDICAL CENTER,280134,NE,2019,-1.04,,10/01/2015,06/30/2017,-1.04,,-0.2072,,-1.4878,,2.1658,,-1.4966,,Not Available,5 - Results are not available for this reporting period.,-0.01,,01/01/2016,12/31/2017,-0.3321,,No,
RENOWN REGIONAL MEDICAL CENTER,290001,NV,2019,0.9315,,10/01/2015,06/30/2017,0.9315,,-0.2747,,-0.4186,,-0.9009,,0.4759,,-0.6113,,0.0812,,01/01/2016,12/31/2017,-0.0938,,No,
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,2019,2.078,,10/01/2015,06/30/2017,2.078,,0.9101,,0.5768,,0.4213,,2.0319,,0.9169,,0.6034,,01/01/2016,12/31/2017,1.0853,,Yes,
NORTH VISTA HOSPITAL,290005,NV,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,0.522,,-0.9818,,0.5766,,-0.392,,2.196,,1.2113,,01/01/2016,12/31/2017,0.2101,,No,
UNIVERSITY MEDICAL CENTER,290007,NV,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.7128,,0.2758,,-0.1142,,2.1365,,0.5825,,0.6835,,01/01/2016,12/31/2017,0.9579,,Yes,
NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,2019,0.0728,,10/01/2015,06/30/2017,0.0728,,0.5488,,Not Available,5 - Results are not available for this reporting period.,2.1658,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.0682,,01/01/2016,12/31/2017,0.4774,,Yes,
SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-0.6316,,-1.0243,,-0.7631,,-0.7682,,-0.8688,,0.2663,,01/01/2016,12/31/2017,-0.7705,,No,
ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,290012,NV,2019,-0.7972,,10/01/2015,06/30/2017,-0.7972,,-0.8093,,-1.4878,,-1.5202,,-1.4966,,-0.3772,,0.8355,,01/01/2016,12/31/2017,-0.8075,,No,
CARSON TAHOE REGIONAL MEDICAL CENTER,290019,NV,2019,-1.4068,,10/01/2015,06/30/2017,-1.4068,,0.1825,,0.1465,,1.2552,,0.441,,-0.3371,,-0.593,,01/01/2016,12/31/2017,-0.0559,,No,
VALLEY HOSPITAL MEDICAL CENTER,290021,NV,2019,0.742,,10/01/2015,06/30/2017,0.742,,1.042,,1.2139,,0.669,,1.8246,,0.2414,,1.261,,01/01/2016,12/31/2017,0.997,,Yes,
DESERT SPRINGS HOSPITAL,290022,NV,2019,1.6969,,10/01/2015,06/30/2017,1.6969,,0.6305,,2.0486,,-0.2956,,0.2869,,0.733,,0.3796,,01/01/2016,12/31/2017,0.7904,,Yes,
NORTHERN NEVADA MEDICAL CENTER,290032,NV,2019,-1.5262,,10/01/2015,06/30/2017,-1.5262,,-0.1606,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.4966,,Not Available,5 - Results are not available for this reporting period.,1.1754,,01/01/2016,12/31/2017,-0.3655,,No,
MOUNTAINVIEW HOSPITAL,290039,NV,2019,-0.5466,,10/01/2015,06/30/2017,-0.5466,,-0.6023,,-0.4685,,-0.8573,,-0.9939,,0.3434,,-1.035,,01/01/2016,12/31/2017,-0.5939,,No,
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,NV,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.4079,,0.5047,,0.0602,,0.5731,,0.4304,,0.4708,,01/01/2016,12/31/2017,0.6987,,Yes,
HARMON HOSPITAL,290042,NV,2019,0.0794,,10/01/2015,06/30/2017,0.0794,,1.3963,,-1.4878,,2.1658,,2.1365,18 - This result is not based on performance data; the hospital did not submit data and did not submit an HAI exemption form.,2.196,18 - This result is not based on performance data; the hospital did not submit data and did not submit an HAI exemption form.,1.9711,,01/01/2016,12/31/2017,1.1988,,Yes,
ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,290045,NV,2019,2.2727,,10/01/2015,06/30/2017,2.2727,,-0.1655,,-0.8489,,0.0376,,0.3034,,-0.9975,,0.678,,01/01/2016,12/31/2017,0.2002,,No,
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,NV,2019,1.0953,,10/01/2015,06/30/2017,1.0953,,0.4732,,0.9055,,0.4144,,-0.9425,,0.9236,,1.0648,,01/01/2016,12/31/2017,0.5665,,Yes,
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,NV,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.0654,,1.2545,,-1.0876,,-1.2397,,-0.0244,,1.424,,01/01/2016,12/31/2017,0.4076,,Yes,
RENOWN SOUTH MEADOWS MEDICAL CENTER,290049,NV,2019,-0.9651,,10/01/2015,06/30/2017,-0.9651,,-0.9756,,-0.0197,,-1.5202,,Not Available,5 - Results are not available for this reporting period.,-1.4406,,-0.9218,,01/01/2016,12/31/2017,-0.974,,No,
ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,290053,NV,2019,2.347,,10/01/2015,06/30/2017,2.347,,-0.6366,,-1.0132,,-0.7108,,-0.5388,,-1.4406,,0.5205,,01/01/2016,12/31/2017,-0.1891,,No,
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,NV,2019,-0.0153,,10/01/2015,06/30/2017,-0.0153,,-0.1281,,0.4493,,-0.5154,,-1.2526,,-0.2184,,0.8963,,01/01/2016,12/31/2017,-0.1112,,No,
MOUNTAIN'S EDGE HOSPITAL,290056,NV,2019,0.0556,,10/01/2015,06/30/2017,0.0556,,1.8446,,1.1049,,2.1658,,2.1365,18 - This result is not based on performance data; the hospital did not submit data and did not submit an HAI exemption form.,Not Available,5 - Results are not available for this reporting period.,1.9711,,01/01/2016,12/31/2017,1.5762,,Yes,
